id,klass
1,0.8670357465744019
2,0.004070138093084097
3,0.0024726232513785362
4,0.24508501589298248
5,0.009708477184176445
6,0.6513549089431763
7,0.9399133324623108
8,0.01590639166533947
9,0.008577484637498856
10,0.531209409236908
11,0.9626730680465698
12,0.9840936064720154
13,0.6513549089431763
14,0.020332353189587593
15,0.9820137619972229
16,0.16451644897460938
17,0.0008040859247557819
18,0.0008040859247557819
19,0.00048785717808641493
20,0.004609572701156139
21,0.18242551386356354
22,0.957912266254425
23,0.037326883524656296
24,0.8354835510253906
25,0.01590639166533947
26,0.10669060051441193
27,0.000626334163825959
28,0.29421496391296387
29,0.000626334163825959
30,0.9840936064720154
31,0.008577484637498856
32,0.2689414322376251
33,0.0007096704212017357
34,0.8354835510253906
35,0.9902915358543396
36,0.22270014882087708
37,0.9046505093574524
38,0.5926666259765625
39,0.562176525592804
40,0.7981867790222168
41,0.9968273043632507
42,0.5
43,0.001700722612440586
44,0.9859364032745361
45,0.9959298968315125
46,0.9924227595329285
47,0.2689414322376251
48,0.9740425944328308
49,0.005220125894993544
50,0.0031726830638945103
51,0.0534033328294754
52,0.9740425944328308
53,0.9046505093574524
54,0.9046505093574524
55,0.0009110512328334153
56,0.0534033328294754
57,0.9324532747268677
58,0.007577240467071533
59,0.0028009270317852497
60,0.001700722612440586
61,0.13296423852443695
62,0.8175744414329529
63,0.9875683188438416
64,0.9399133324623108
65,0.03308597952127457
66,0.5
67,0.06754669547080994
68,0.0002959571429528296
69,0.14804719388484955
70,0.562176525592804
71,0.3208213150501251
72,0.0009110512328334153
73,0.977022647857666
74,0.22270014882087708
75,0.005220125894993544
76,0.07585817575454712
77,0.004609572701156139
78,0.0019267346942797303
79,0.9465966820716858
80,0.07585817575454712
81,0.0010322310263291001
82,0.8354835510253906
83,0.970687747001648
84,0.004070138093084097
85,0.0028009270317852497
86,0.01243165135383606
87,0.00033535013790242374
88,0.005220125894993544
89,0.03308597952127457
90,0.8933094143867493
91,0.0028009270317852497
92,0.9740425944328308
93,0.531209409236908
94,0.4687906503677368
95,0.0011695101857185364
96,0.9902915358543396
97,0.9902915358543396
98,0.3775406777858734
99,0.0028009270317852497
100,0.07585817575454712
101,0.07585817575454712
102,0.9947799444198608
103,0.0011695101857185364
104,0.0031726830638945103
105,0.8670357465744019
106,0.9940890073776245
107,0.0534033328294754
108,0.977022647857666
109,0.3486451506614685
110,0.005911068990826607
111,0.01243165135383606
112,0.8175744414329529
113,0.0028009270317852497
114,0.43782350420951843
115,0.002182716503739357
116,0.001325022429227829
117,0.24508501589298248
118,0.001700722612440586
119,0.0024726232513785362
120,0.562176525592804
121,0.14804719388484955
122,0.9947799444198608
123,0.9859364032745361
124,0.0024726232513785362
125,0.001325022429227829
126,0.01590639166533947
127,0.0028009270317852497
128,0.7981867790222168
129,0.9740425944328308
130,0.001700722612440586
131,0.0008040859247557819
132,0.8354835510253906
133,0.9740425944328308
134,0.01243165135383606
135,0.02931223064661026
136,0.7772998809814453
137,0.9947799444198608
138,0.3775406777858734
139,0.9875683188438416
140,0.9933071732521057
141,0.9740425944328308
142,0.022977370768785477
143,0.9740425944328308
144,0.9947799444198608
145,0.008577484637498856
146,0.06008664518594742
147,0.8670357465744019
148,0.9324532747268677
149,0.001700722612440586
150,0.9933071732521057
151,0.8670357465744019
152,0.9324532747268677
153,0.0007096704212017357
154,0.9324532747268677
155,0.009708477184176445
156,0.005220125894993544
157,0.022977370768785477
158,0.008577484637498856
159,0.02595735713839531
160,0.4073334336280823
161,0.9933071732521057
162,0.00033535013790242374
163,0.9914224743843079
164,0.008577484637498856
165,0.01798621006309986
166,0.9669140577316284
167,0.9875683188438416
168,0.9046505093574524
169,0.9525741338729858
170,0.5926666259765625
171,0.005220125894993544
172,0.0007096704212017357
173,0.037326883524656296
174,0.43782350420951843
175,0.0007096704212017357
176,0.005911068990826607
177,0.0035936026833951473
178,0.002182716503739357
179,0.3775406777858734
180,0.0534033328294754
181,0.8807970285415649
182,0.06754669547080994
183,0.9902915358543396
184,0.01243165135383606
185,0.2018132209777832
186,0.006692850962281227
187,0.7549149990081787
188,0.9890130758285522
189,0.562176525592804
190,0.9859364032745361
191,0.008577484637498856
192,0.001700722612440586
193,0.007577240467071533
194,0.7057850360870361
195,0.9324532747268677
196,0.22270014882087708
197,0.970687747001648
198,0.29421496391296387
199,0.0019267346942797303
200,0.29421496391296387
201,0.014063626527786255
202,0.8933094143867493
203,0.002182716503739357
204,0.9820137619972229
205,0.9924227595329285
206,0.00048785717808641493
207,0.8175744414329529
208,0.0009110512328334153
209,0.004609572701156139
210,0.9964063763618469
211,0.07585817575454712
212,0.9953904151916504
213,0.9046505093574524
214,0.08509904146194458
215,0.001325022429227829
216,0.7772998809814453
217,0.03308597952127457
218,0.0011695101857185364
219,0.0028009270317852497
220,0.005220125894993544
221,0.11920291930437088
222,0.004609572701156139
223,0.0035936026833951473
224,0.7549149990081787
225,0.9914224743843079
226,0.24508501589298248
227,0.9840936064720154
228,0.9964063763618469
229,0.9241418242454529
230,0.9324532747268677
231,0.06008664518594742
232,0.01098694372922182
233,0.6791787147521973
234,0.10669060051441193
235,0.9902915358543396
236,0.5926666259765625
237,0.9947799444198608
238,0.24508501589298248
239,0.977022647857666
240,0.9971990585327148
241,0.002182716503739357
242,0.2018132209777832
243,0.9947799444198608
244,0.9902915358543396
245,0.8175744414329529
246,0.9820137619972229
247,0.000552778597921133
248,0.9840936064720154
249,0.970687747001648
250,0.0035936026833951473
251,0.014063626527786255
252,0.042087726294994354
253,0.002182716503739357
254,0.18242551386356354
255,0.10669060051441193
256,0.9940890073776245
257,0.000552778597921133
258,0.9924227595329285
259,0.9947799444198608
260,0.9924227595329285
261,0.4073334336280823
262,0.9399133324623108
263,0.009708477184176445
264,0.01243165135383606
265,0.9902915358543396
266,0.9859364032745361
267,0.0031726830638945103
268,0.9933071732521057
269,0.0015011822106316686
270,0.06008664518594742
271,0.9914224743843079
272,0.5
273,0.0024726232513785362
274,0.9914224743843079
275,0.06008664518594742
276,0.9465966820716858
277,0.0011695101857185364
278,0.9940890073776245
279,0.9046505093574524
280,0.977022647857666
281,0.7772998809814453
282,0.01098694372922182
283,0.000552778597921133
284,0.9669140577316284
285,0.007577240467071533
286,0.014063626527786255
287,0.6791787147521973
288,0.0534033328294754
289,0.014063626527786255
290,0.9940890073776245
291,0.042087726294994354
292,0.002182716503739357
293,0.9465966820716858
294,0.10669060051441193
295,0.9324532747268677
296,0.9149009585380554
297,0.9669140577316284
298,0.0031726830638945103
299,0.005220125894993544
300,0.037326883524656296
301,0.9933071732521057
302,0.9890130758285522
303,0.2689414322376251
304,0.9924227595329285
305,0.7981867790222168
306,0.9046505093574524
307,0.9820137619972229
308,0.8807970285415649
309,0.977022647857666
310,0.0007096704212017357
311,0.07585817575454712
312,0.004609572701156139
313,0.002182716503739357
314,0.9046505093574524
315,0.9859364032745361
316,0.0003799845289904624
317,0.001700722612440586
318,0.29421496391296387
319,0.9947799444198608
320,0.0035936026833951473
321,0.0031726830638945103
322,0.9796676635742188
323,0.531209409236908
324,0.9796676635742188
325,0.6791787147521973
326,0.562176525592804
327,0.24508501589298248
328,0.001700722612440586
329,0.9890130758285522
330,0.8354835510253906
331,0.22270014882087708
332,0.2689414322376251
333,0.0024726232513785362
334,0.622459352016449
335,0.007577240467071533
336,0.005911068990826607
337,0.01243165135383606
338,0.9953904151916504
339,0.0019267346942797303
340,0.9149009585380554
341,0.005911068990826607
342,0.9924227595329285
343,0.562176525592804
344,0.11920291930437088
345,0.9241418242454529
346,0.0035936026833951473
347,0.002182716503739357
348,0.9947799444198608
349,0.000626334163825959
350,0.004609572701156139
351,0.14804719388484955
352,0.0035936026833951473
353,0.4073334336280823
354,0.8933094143867493
355,0.03308597952127457
356,0.9241418242454529
357,0.970687747001648
358,0.09534946084022522
359,0.9914224743843079
360,0.0019267346942797303
361,0.7549149990081787
362,0.7057850360870361
363,0.7981867790222168
364,0.6513549089431763
365,0.01798621006309986
366,0.008577484637498856
367,0.009708477184176445
368,0.06008664518594742
369,0.0019267346942797303
370,0.14804719388484955
371,0.9914224743843079
372,0.14804719388484955
373,0.3775406777858734
374,0.0009110512328334153
375,0.4687906503677368
376,0.9875683188438416
377,0.9953904151916504
378,0.9626730680465698
379,0.957912266254425
380,0.0008040859247557819
381,0.009708477184176445
382,0.8933094143867493
383,0.008577484637498856
384,0.0003799845289904624
385,0.9924227595329285
386,0.3486451506614685
387,0.9796676635742188
388,0.9875683188438416
389,0.02595735713839531
390,0.5
391,0.005220125894993544
392,0.022977370768785477
393,0.9902915358543396
394,0.9241418242454529
395,0.000626334163825959
396,0.0035936026833951473
397,0.002182716503739357
398,0.24508501589298248
399,0.9626730680465698
400,0.5926666259765625
401,0.0031726830638945103
402,0.22270014882087708
403,0.042087726294994354
404,0.9978172779083252
405,0.001700722612440586
406,0.037326883524656296
407,0.0031726830638945103
408,0.02595735713839531
409,0.8175744414329529
410,0.005911068990826607
411,0.22270014882087708
412,0.0009110512328334153
413,0.10669060051441193
414,0.8670357465744019
415,0.0534033328294754
416,0.10669060051441193
417,0.06008664518594742
418,0.007577240467071533
419,0.18242551386356354
420,0.9890130758285522
421,0.02931223064661026
422,0.01098694372922182
423,0.9924227595329285
424,0.02595735713839531
425,0.0019267346942797303
426,0.9740425944328308
427,0.24508501589298248
428,0.08509904146194458
429,0.2689414322376251
430,0.3208213150501251
431,0.0028009270317852497
432,0.622459352016449
433,0.9953904151916504
434,0.000626334163825959
435,0.16451644897460938
436,0.01590639166533947
437,0.9953904151916504
438,0.43782350420951843
439,0.06754669547080994
440,0.014063626527786255
441,0.0035936026833951473
442,0.01590639166533947
443,0.0028009270317852497
444,0.9933071732521057
445,0.02931223064661026
446,0.06754669547080994
447,0.9924227595329285
448,0.3486451506614685
449,0.13296423852443695
450,0.01243165135383606
451,0.9465966820716858
452,0.9964063763618469
453,0.0007096704212017357
454,0.9902915358543396
455,0.977022647857666
456,0.9859364032745361
457,0.004609572701156139
458,0.6513549089431763
459,0.0534033328294754
460,0.000552778597921133
461,0.6791787147521973
462,0.8933094143867493
463,0.04742587357759476
464,0.042087726294994354
465,0.9820137619972229
466,0.9740425944328308
467,0.7549149990081787
468,0.004070138093084097
469,0.01243165135383606
470,0.9859364032745361
471,0.9324532747268677
472,0.11920291930437088
473,0.9046505093574524
474,0.9149009585380554
475,0.9933071732521057
476,0.06008664518594742
477,0.008577484637498856
478,0.9840936064720154
479,0.9399133324623108
480,0.3486451506614685
481,0.005911068990826607
482,0.3208213150501251
483,0.18242551386356354
484,0.02931223064661026
485,0.9940890073776245
486,0.07585817575454712
487,0.9669140577316284
488,0.8807970285415649
489,0.06008664518594742
490,0.005220125894993544
491,0.037326883524656296
492,0.9924227595329285
493,0.9953904151916504
