id,klass,score
1,0,0.5125576885900001
2,0,0.037690991032499996
3,1,0.68124455301
4,1,0.991571587
5,0,0.0079413280275
6,0,0.6764721
7,1,0.9149463150000001
8,0,0.042338332335
9,1,0.6866060171299999
10,0,0.5803017025
11,0,0.52801452751
12,1,0.9942983
13,1,0.925360575
14,1,0.991569853
15,0,0.0039145065695624995
16,0,0.394031528919
17,1,0.969495005
18,1,0.9806282399999999
19,0,0.658389966
20,0,0.0004920291015625001
21,1,0.85756608
22,1,0.9888333
23,0,0.014631630621249999
24,0,0.00041646354819921004
25,1,0.983367835
26,1,0.991559143
27,1,0.98329939
28,1,0.994291622
29,0,0.023498924181999996
30,1,0.997026135
31,1,0.97423445
32,0,0.0013454305358593399
33,1,0.9563347340000001
34,0,0.0031445895434375
35,0,0.0011803810259062501
36,1,0.846537515
37,0,0.20709515830999997
38,1,0.9901790560000001
39,0,0.00133075071385934
40,1,0.9806009250000001
41,0,0.014524618023249999
42,1,0.98609141
43,0,0.0044259810793749995
44,1,0.9888298979999999
45,1,0.994305122
46,0,0.004387794829375
47,1,0.96741272
48,0,0.0064150953918749995
49,1,0.994299365
50,0,0.41592319033999997
51,1,0.997016325
52,0,0.07514720863499999
53,1,0.988820475
54,1,0.994244378
55,1,0.9651264900000001
56,1,0.680162082
57,1,0.9149961750000001
58,0,0.04749558609
59,1,0.85757643
60,0,0.30650846715999996
61,0,0.004429161469375
62,0,0.00088371939253901
63,0,0.08369173513999999
64,0,0.49519602102999993
65,0,0.066909519375
66,0,0.22482710079999998
67,1,0.991564165
68,1,0.9833493280000001
69,0,0.5385055075
70,0,0.016352742835
71,0,0.05997897177
72,1,0.980620353
73,0,0.675504161
74,0,0.4350161781
75,0,0.1718237195
76,1,0.991558105
77,1,0.97785659
78,1,0.9286971799999999
79,0,0.01503711602125
80,0,0.037683741682499994
81,1,0.99429944
82,1,0.994303442
83,0,0.042321390075
84,1,0.9605519299999999
85,0,0.007115338250625
86,0,0.026414990857499997
87,1,0.994290371
88,0,0.24499220248
89,0,0.009059496082499998
90,0,0.0079534272495
91,0,0.24499148334999998
92,0,0.45550053
93,0,0.004945034865562499
94,0,0.004416749620375
95,1,0.8165037879999999
96,0,0.007076104532625
97,0,0.00178918088515625
98,0,0.09325587663999999
99,1,0.77555448
100,0,0.35025706923199995
101,1,0.99430778
102,0,0.0023011776812499997
103,1,0.994304978
104,1,0.9888248099999999
105,0,0.066909401115
106,1,0.7732824600000001
107,1,0.969681494
108,1,0.986076533
109,0,0.6347115898
110,0,0.1058729192
111,0,0.3293024844
112,0,0.0049290804185624995
113,1,0.884907448
114,0,0.00117973718390625
115,1,0.997034775
116,1,0.7153620199999999
117,1,0.9943017199999999
118,0,0.007055059982625
119,1,0.96696184
120,1,0.994302155
121,0,0.6271536209199999
122,1,0.99428915
123,1,0.826706017
124,0,0.047425590072
125,1,0.997031415
126,1,0.991564015
127,0,0.17184438632
128,0,0.488274825
129,0,0.023496147082
130,1,0.986032367
131,0,0.00222001107625
132,0,0.3966717693
133,0,0.004416748084375
134,0,0.00147445802632809
135,0,0.01016528848625
136,0,0.0019879159816874998
137,0,0.4350237483
138,0,0.00118302290390625
139,1,0.997037145
140,1,0.9724125809999999
141,0,0.00162801100648434
142,0,0.0056748983725
143,1,0.9942871879999999
144,0,0.00068276174609375
145,0,0.37218118890999996
146,1,0.991559983
147,0,0.020792943612
148,0,0.009039991642499998
149,0,0.01007843705525
150,0,0.62697153
151,1,0.9970307700000001
152,1,0.9778893200000001
153,0,0.01009502016125
154,1,0.9915637450000001
155,0,0.0093264381975
156,0,0.0027772807981249997
157,1,0.98882523
158,1,0.827490055
159,1,0.997032165
160,0,0.0049926090665625
161,1,0.9724131899999999
162,0,0.17260181758999998
163,1,0.9669453699999999
164,1,0.9969950430000001
165,0,0.5281332370899999
166,0,0.6716169009999999
167,1,0.99428822
168,1,0.994265228
169,0,0.15610582913999999
170,0,0.0017755504451562498
171,0,0.2154043919
172,0,0.0017828744351562498
173,1,0.9614131699999999
174,0,0.26372715950000003
175,0,0.35050822444999996
176,0,0.0019813459306875
177,0,0.0014650566443280898
178,0,0.003910318281562499
179,0,0.00075797681198434
180,1,0.997040295
181,0,0.0264234410175
182,0,0.26414218104799997
183,0,0.04746102945
184,0,0.0079671404175
185,0,0.03343351298299999
186,0,0.037728832492499996
187,1,0.994304372
188,0,0.10415648062999999
189,0,0.042335481344999995
190,1,0.96141461
191,0,0.0932863549
192,0,0.0063247029618749995
193,0,0.01846641341175
194,0,0.24500801422
195,0,0.066952550325
196,0,0.029648222319999997
197,0,0.002810225433125
198,0,0.0024748163575
199,0,0.17183932973
200,0,0.5237804500000001
201,1,0.99429704
202,1,0.9943016179999999
203,1,0.99428987
204,0,0.047482167809999996
205,0,0.004971132531562499
206,0,0.006292494373875
207,1,0.9943012609999999
208,0,0.0079366210575
209,1,0.8958446600000001
210,1,0.99429815
211,1,0.986087825
212,1,0.94778754
213,1,0.994305818
214,0,0.01854401172375
215,0,0.08367330880999999
216,1,0.69758079333
217,0,0.007036154705625
218,0,0.026408377057499998
219,0,0.00070426974509375
220,0,0.6424898089
221,0,0.00081431262613276
222,0,0.005069186976562499
223,0,0.0113577090665
224,0,0.0027817228831249997
225,0,0.05354131935
226,0,0.00162398133148434
227,0,0.28606766449
228,0,0.0006011696737109201
229,0,0.41614679089999995
230,0,0.0024876068455
231,1,0.99429857
232,0,0.00143596619632809
233,0,0.00055005246371092
234,1,0.9970290150000001
235,0,0.016321507404999998
236,0,0.0034731047478124997
237,1,0.997040295
238,0,0.01007983737425
239,0,0.0039260755115625
240,1,0.9942922999999999
241,1,0.9942948199999999
242,1,0.997011465
243,0,0.030201740319999996
244,1,0.905615223
245,0,0.0079610392395
246,0,0.35036635894999996
247,0,0.0055603107775
248,0,0.083653830509
249,1,0.939602442
250,0,0.00045597083388671005
251,0,0.004410077689375
252,1,0.98332945
253,0,0.00069771425609375
254,1,0.843816115
255,1,0.895567895
256,1,0.8438290959999999
257,1,0.991571845
258,0,0.5444166907
259,0,0.004403439799375
260,1,0.89584943
261,1,0.97783067
262,0,0.09323159247999999
263,0,0.5507496275
264,1,0.6947967434479999
265,0,0.006291581701874999
266,0,0.00160809261148434
267,0,0.6072971600399999
268,0,0.006281405401874999
269,1,0.9943050499999999
270,0,0.0039007523915625
271,0,0.0022239060962499996
272,0,0.037689749602499996
273,0,0.00080845115713276
274,1,0.895820165
275,1,0.747021975
276,0,0.020767165818
277,0,0.0034718520078125
278,0,0.37228211787999993
279,1,0.991530424
280,0,0.006331243081874999
281,1,0.98883075
282,1,0.9778762400000001
283,1,0.9915673840000001
284,0,0.30665187711999997
285,1,0.953284883
286,0,0.0035417313678125
287,0,0.00054994257371092
288,1,0.884816182
289,1,0.953252285
290,0,0.6740888235
291,1,0.983366371
292,0,0.45693273767
293,0,0.49520769014499993
294,0,0.0039044239715624995
295,0,0.47642225361
296,0,0.0027989218531249997
297,0,0.0019928153596875
298,1,0.9942996199999999
299,0,0.00106709843329684
300,0,0.002778156363125
301,0,0.2498022166
302,0,0.5439422725
303,1,0.9970411650000001
304,0,0.00118719521390625
305,0,0.0039476765315624995
306,0,0.5964060233899999
307,0,0.0034941572988125
308,0,0.0034823920758124995
309,1,0.969687875
310,0,0.014538660489249998
311,0,0.42297455
312,1,0.991549945
313,0,0.5635757975
314,0,0.3283931715
315,0,0.00224577860125
316,0,0.0014293154753280898
317,0,0.007051616975625
318,1,0.991565527
319,0,0.07512096688499999
320,0,0.012816516656249999
321,0,0.20678086489999997
322,0,0.00127668320390625
323,0,0.02352668362
324,0,0.008960105872499999
325,0,0.24508719721
326,1,0.9861019550000001
327,0,0.0264108789375
328,1,0.997036995
329,0,0.004416469399374999
330,0,0.00088904268253901
331,0,0.01846443750375
332,0,0.0055750908925
333,0,0.0013020171158593398
334,1,0.9416805699999999
335,0,0.5635546175
336,1,0.9779003900000001
337,0,0.004416243877374999
338,1,0.9942845389999999
339,1,0.991560085
340,1,0.9724134
341,0,0.014517827631249999
342,1,0.99429251
343,0,0.042314162805
344,0,0.6747866229999999
345,1,0.991553605
346,0,0.00184606952515625
347,1,0.988813341
348,1,0.97689503
349,0,0.0010868188522968401
350,0,0.09322245971499998
351,0,0.0113769175475
352,0,0.0030840467834374998
353,0,0.01282081361625
354,0,0.20730331120999998
355,1,0.98335921
356,1,0.6872090942
357,0,0.22446916072
358,0,0.0019894120096875
359,0,0.00063965998246092
360,0,0.0376722733125
361,0,0.0014564361263280899
362,1,0.97788803
363,0,0.004412981149374999
364,1,0.9888276089999999
365,0,0.00178280556715625
366,1,0.99429428
367,1,0.9943029409999999
368,0,0.012836427116249998
369,0,0.37213946358999994
370,1,0.997035705
371,0,0.042296194334999995
372,0,0.00078539457398434
373,1,0.98883333
374,0,0.60733250946
375,0,0.029667859629999998
376,0,0.0009715602232030899
377,0,0.28599632703999994
378,0,0.01007699035625
379,0,0.0028297476031249997
380,0,0.02972466502
381,0,0.2544130006
382,0,0.596366171528
383,0,0.2896822831
384,1,0.9887946599999999
385,0,0.0009758937832030899
386,1,0.969668705
387,0,0.026508752347499998
388,0,0.22451537032
389,1,0.925927495
390,0,0.08371232947999999
391,1,0.9888245099999999
392,1,0.817183795
393,1,0.794230957
394,0,0.0062805731268749995
395,1,0.9943062199999999
396,0,0.00048745775766013
397,1,0.99430904
398,0,0.5580674322599999
399,0,0.156144793959
400,1,0.8563253399999999
401,1,0.991554565
402,0,0.115134843492
403,0,0.39401690291999997
404,0,0.05981575956
405,0,0.020765861298
406,1,0.947793423
407,0,0.037752598624999995
408,0,0.0035314110078124997
409,0,0.08960068162500001
410,1,0.994302689
411,1,0.997013103
412,0,0.07513074703499999
413,0,0.18892505716199998
414,0,0.02248554219375
415,0,0.15614297169
416,0,0.32840850252
417,0,0.0006941343560937501
418,0,0.00106873407529684
