id,klass,score
1,0,0.16076066273
2,0,0.0495026080275
3,0,0.26578140559499996
4,1,0.9971981015
5,0,0.0026334129721875
6,0,0.39173209843749995
7,1,0.791460805
8,0,0.00334216978796875
9,0,0.5182929574849999
10,0,0.4401371425
11,0,0.518295594595
12,1,0.9946501
13,1,0.66884515
14,1,0.9895788910000001
15,0,0.000974623916117155
16,0,0.015245442593000001
17,1,0.8547754224999999
18,1,0.971800655
19,0,0.38267240825
20,0,0.000449897344970695
21,1,0.9438531349999999
22,1,0.9514904125000001
23,0,0.01073682101125
24,0,0.00054411185115424
25,1,0.9794239325
26,1,0.9717929585
27,1,0.974265955
28,1,0.984486059
29,0,0.00369155493759375
30,1,0.9971815325
31,1,0.9472188375
32,0,0.0008654122649804198
33,1,0.864812398
34,0,0.0019607206782812497
35,0,0.0008855874542147951
36,1,0.70683283
37,0,0.245777684695
38,1,0.9879562945
39,0,0.0006846352932851399
40,1,0.9565344124999999
41,0,0.01061197298025
42,1,0.992106645
43,0,0.001746947408359375
44,1,0.989572381
45,1,0.9946580589999999
46,0,0.0018908428282812498
47,1,0.70312734
48,0,0.0060499517853125
49,1,0.9946513425
50,0,0.26567991998
51,1,0.9971700875
52,0,0.021924673095
53,1,0.9921004500000001
54,1,0.9971262535
55,1,0.8312543425000001
56,1,0.648991179
57,1,0.8803861625
58,0,0.027677142105
59,1,0.9870292725
60,0,0.009426300879375
61,0,0.011996171779375
62,0,0.00056663014416014
63,0,0.0495365165175
64,0,0.10696046203500001
65,0,0.017202951640625002
66,0,0.07815114884999999
67,1,0.9971894425
68,1,0.9616289035
69,0,0.53991007125
70,0,0.00333163828796875
71,0,0.00773181472125
72,1,0.979408641
73,1,0.714715792
74,0,0.0193352807
75,0,0.013532702046875
76,1,0.9870261225
77,1,0.9565227924999999
78,1,0.9278810849999999
79,0,0.0047432125065625
80,0,0.0014056952523046548
81,1,0.96418268
82,1,0.9971951615
83,0,0.0622167519625
84,1,0.63301371
85,0,0.0017941173633593752
86,0,0.00295036286890625
87,1,0.9743283495
88,0,0.02458969846625
89,0,0.0067089384634375
90,0,0.00744794377025
91,0,0.0555336837
92,1,0.8929407224999999
93,0,0.0041594050970625
94,0,0.00331317322246875
95,1,0.8411945235
96,0,0.002154991420875
97,0,0.0009748848201171549
98,0,0.0622246295175
99,1,0.735672935
100,0,0.013550646525875
101,1,0.9946611599999999
102,0,0.00164647385566403
103,1,0.9971969535
104,1,0.9616367575
105,0,0.009426934764375
106,1,0.8066550575
107,1,0.9794070555000001
108,1,0.9870111635000001
109,0,0.4517598756
110,0,0.1089350724
111,0,0.016290723987500002
112,0,0.005211958567750001
113,1,0.994631606
114,0,0.002117174256875
115,1,0.9971916125
116,0,0.3988875259375
117,1,0.9971931525
118,0,0.0036975170825937504
119,1,0.9895804800000001
120,1,0.9946545975
121,0,0.51911412024
122,1,0.9870222375
123,1,0.7728236865
124,0,0.044099386334
125,1,0.9971876925000001
126,1,0.9895720800000001
127,0,0.00744719419625
128,0,0.44602115
129,0,0.0041445527805625
130,1,0.9717252615
131,0,0.001403006289804655
132,0,0.32840873085
133,0,0.0041661377390625
134,0,0.001000240500117155
135,0,0.00753617966625
136,0,0.00076169441841403
137,0,0.0621907922875
138,0,0.0017143608683593751
139,1,0.9971943775
140,1,0.9133875945000001
141,0,0.000992465477617155
142,0,0.0034351882379687502
143,1,0.9870199485
144,0,0.00074683714941403
145,0,0.34566972039500005
146,1,0.9819501884999999
147,0,0.00842591468275
148,0,0.00847146160375
149,0,0.00127068368522653
150,0,0.39784862093749995
151,1,0.99718694
152,1,0.903240665
153,0,0.00523252026625
154,1,0.99464989
155,0,0.007502548665312501
156,0,0.00190603414078125
157,1,0.9717934975
158,1,0.791511835
159,1,0.99972763
160,0,0.0037586705385937503
161,1,0.96924768
162,0,0.44298662573
163,1,0.979405015
164,1,0.9946061959999999
165,0,0.386402839105
166,0,0.57694497825
167,1,0.9870211525
168,1,0.9971505785
169,0,0.00292577445890625
170,0,0.00189625375828125
171,0,0.1856475718
172,0,0.001403928662304655
173,1,0.9310888024999999
174,0,0.24513692696875
175,0,0.024872713681250002
176,0,0.00081601818948042
177,0,0.0008429785809804199
178,0,0.00105900149613278
179,0,0.00076605066541403
180,1,0.9971980524999999
181,0,0.005915848830312501
182,0,0.106961450806
183,0,0.0066498875484375004
184,0,0.00331812947796875
185,0,0.0495200880635
186,0,0.02463220561625
187,1,0.994657184
188,0,0.021873966985
189,0,0.01065848474625
190,1,0.97933267
191,0,0.013621271471875
192,0,0.012014440239375
193,0,0.00294826274990625
194,0,0.01064330174625
195,0,0.015269511837500001
196,0,0.02759089479
197,0,0.00194446954828125
198,0,0.0026360243571875
199,0,0.031086314372500003
200,1,0.8547620874999999
201,1,0.999726755
202,1,0.989575846
203,1,0.9946402649999999
204,0,0.009491321429375
205,0,0.00333688606546875
206,0,0.0014189259313046548
207,1,0.9895754295000001
208,0,0.00367925207359375
209,1,0.8803734575
210,1,0.9921108625
211,1,0.9946415249999999
212,1,0.931142755
213,1,0.9971979335
214,0,0.013651281906875
215,0,0.04411951132
216,1,0.622438008885
217,0,0.005202865711250001
218,0,0.03505782010875
219,0,0.00055744846115424
220,0,0.2843696208
221,0,0.00057288499416014
222,0,0.00206273311328125
223,0,0.0046350396465937495
224,0,0.00369649489359375
225,0,0.03171536085625
226,0,0.00107702810613278
227,0,0.086707848155
228,0,0.00081052853941403
229,0,0.012272574409374999
230,0,0.00156490228166403
231,1,0.994650415
232,0,0.00074705089441403
233,0,0.0006070777075
234,1,0.99464583
235,0,0.00293814128890625
236,0,0.0018953800182812499
237,1,0.99465899
238,0,0.006603356819437501
239,0,0.00129558561472653
240,1,0.9971821624999999
241,1,0.9971851025
242,1,0.9971644175
243,0,0.017842378680625003
244,1,0.818465156
245,0,0.0033110114369687502
246,0,0.0394655047125
247,0,0.006614185815937501
248,0,0.015214950698
249,1,0.8803825365
250,0,0.000428285680102535
251,0,0.0021350401818750002
252,1,0.9895354000000001
253,0,0.0010618281311327799
254,1,0.633996405
255,1,0.839425565
256,1,0.6746365495
257,1,0.9895812150000001
258,0,0.0193650454
259,0,0.0008255305349804199
260,1,0.9565508974999999
261,1,0.9514144275
262,0,0.00465082680609375
263,0,0.35627821125
264,0,0.594450367356
265,0,0.00295022503890625
266,0,0.000409468210102535
267,0,0.03506364634875
268,0,0.000706754788515625
269,1,0.994657975
270,0,0.0015437519356640299
271,0,0.00329697003546875
272,0,0.017207458520625003
273,0,0.000878470319714795
274,1,0.6340558175
275,1,0.7605881375
276,0,0.0021275300428750003
277,0,0.0011500525214843751
278,0,0.28484997085999997
279,1,0.986993828
280,0,0.00242124030125
281,1,0.9946515
