id,klass,score
1,0,0.19691345906000002
2,0,0.06072303048
3,0,0.32681928534000004
4,1,0.996724808
5,0,0.0030481249350000003
6,0,0.26465327499999997
7,0,0.74355796
8,0,0.0038847345775000004
9,0,0.63768526142
10,0,0.31512301
11,0,0.63768676834
12,1,0.9935947
13,0,0.6098758
14,1,0.9873486520000001
15,0,0.00099834292137496
16,0,0.018547060946
17,1,0.82159042
18,1,0.96547091
19,0,0.393614144
20,0,0.00035599384765624
21,1,0.93108572
22,1,0.9404722000000001
23,0,0.01293638656
24,0,0.00047359064834368004
25,1,0.9748493899999999
26,1,0.9654665119999999
27,1,0.96855376
28,1,0.9810902479999999
29,0,0.004345962475500001
30,1,0.99671534
31,1,0.9380313
32,0,0.0008394789184374399
33,1,0.844066906
34,0,0.0021798077425
35,0,0.0008967839651874399
36,0,0.65836876
37,0,0.30199573054
38,1,0.986421454
39,0,0.00062827635481248
40,1,0.9467027
41,0,0.012865044828
42,1,0.9904671899999999
43,0,0.00193340144875
44,1,0.9873449320000001
45,1,0.993599248
46,0,0.0021398775425
47,0,0.64285848
48,0,0.007145382605
49,1,0.99359541
50,0,0.32676129356000005
51,1,0.9967088
52,0,0.026758295340000002
53,1,0.9904636499999999
54,1,0.9966837519999999
55,1,0.79810516
56,0,0.7425038880000001
57,1,0.8529662
58,0,0.03381216156
59,1,0.98421762
60,0,0.01140278019
61,0,0.01454538499
62,0,0.00050852899281248
63,0,0.06074240676
64,0,0.13143276402
65,0,0.020973533750000002
66,0,0.0957180672
67,1,0.99671986
68,1,0.952962052
69,0,0.4700713799999999
70,0,0.0038787165775000004
71,0,0.00912660618
72,1,0.9748406519999999
73,1,0.818565274
74,0,0.0236045354
75,0,0.01646971925
76,1,0.98421582
77,1,0.9466960600000001
78,1,0.93032937
79,0,0.005247725785000001
80,0,0.0015324065643749598
81,1,0.95609546
82,1,0.996723128
83,0,0.0763587913
84,0,0.54922212
85,0,0.00196035570875
86,0,0.0034254235925
87,1,0.968589414
88,0,0.03005990582
89,0,0.007992789055
90,0,0.008964394208
91,0,0.0681453639
92,1,0.8685107700000001
93,0,0.004914121551
94,0,0.0038681651115000004
95,1,0.857356692
96,0,0.002434688178
97,0,0.00099849200937496
98,0,0.07636329276
99,0,0.67484882
100,0,0.016479973238
101,1,0.9936010200000001
102,0,0.00176808655312496
103,1,0.996724152
104,1,0.95296654
105,0,0.01140314241
106,1,0.76395914
107,1,0.974839746
108,1,0.984207272
109,0,0.5494431432000001
110,0,0.1325611128
111,0,0.0191443646
112,0,0.006221844628
113,1,0.9935841320000001
114,0,0.00241307837
115,1,0.9967211
116,0,0.260371555
117,1,0.99672198
118,0,0.0043493694155
119,1,0.9873495600000001
120,1,0.99359727
121,0,0.6381544972800001
122,1,0.9842136
123,0,0.721189428
124,0,0.054077997548
125,1,0.99671886
126,1,0.98734476
127,0,0.00896396588
128,0,0.31848529999999997
129,0,0.004905634513000001
130,1,0.9654278279999999
131,0,0.00153087001437496
132,0,0.4019478462
133,0,0.004917968775000001
134,0,0.00101298096937496
135,0,0.00901481472
136,0,0.00073933982112496
137,0,0.0763439572
138,0,0.00191478056875
139,1,0.99672268
140,1,0.893587554
141,0,0.0010085380993749599
142,0,0.0039378879775
143,1,0.984212292
144,0,0.00073084995312496
145,0,0.42520412594000007
146,1,0.977967072
147,0,0.010151024908000001
148,0,0.010177051720000002
149,0,0.00137024384412496
150,0,0.2597778949999999
151,1,0.9967184299999999
152,1,0.88109288
153,0,0.0062335941700000005
154,1,0.99359458
155,0,0.007975437965
156,0,0.0021485582925
157,1,0.96546682
158,0,0.74358712
159,1,0.99984436
160,0,0.0043843142475
161,1,0.96233796
162,0,0.5444298575600001
163,1,0.97483858
164,1,0.993569612
165,0,0.47526590806
166,0,0.47951543399999996
167,1,0.98421298
168,1,0.9966976519999999
169,0,0.0034113730725
170,0,0.0021429695024999997
171,0,0.22159771960000002
172,0,0.0015313970843749598
173,1,0.91542128
174,0,0.16299258549999998
175,0,0.0302216288
176,0,0.00081125373243744
177,0,0.0008266596704374399
178,0,0.00110541401062496
179,0,0.00074182910512496
180,1,0.99672478
181,0,0.007068752345000001
182,0,0.131433329032
183,0,0.007959045675
184,0,0.0038709972575
185,0,0.060733019072
186,0,0.03008419562
187,1,0.993598748
188,0,0.026729320420000004
189,0,0.01289162298
190,1,0.97479724
191,0,0.01652033035
192,0,0.01455582411
193,0,0.0034242235245
194,0,0.01288294698
195,0,0.018560814800000002
196,0,0.03376287738
197,0,0.0021705213825
198,0,0.003049617155
199,0,0.038062157320000005
200,1,0.8215828000000001
201,1,0.99984386
202,1,0.987346912
203,1,0.99358908
204,0,0.01143993479
205,0,0.0038817153075000003
206,0,0.00153996695237496
207,1,0.9873466740000001
208,0,0.004338932267500001
209,1,0.85295894
210,1,0.9904696
211,1,0.9935898000000001
212,1,0.91545211
213,1,0.996724712
214,0,0.01653747917
215,0,0.05408949754
216,1,0.76583511222
217,0,0.00621664871
218,0,0.042947381580000006
219,0,0.00048121156834368
220,0,0.33744112260000003
221,0,0.00051210319281248
222,0,0.0022381005625
223,0,0.005512886773500001
224,0,0.0043487853075
225,0,0.0341317129
226,0,0.00111571493062496
227,0,0.10646698466000001
228,0,0.00076724503312496
229,0,0.01470332935
230,0,0.0017214742251249599
231,1,0.9935948800000001
232,0,0.00073097209312496
233,0,0.00055616494
234,1,0.99359226
235,0,0.0034184398325
236,0,0.0021424702225
237,1,0.99359978
238,0,0.007932456687
239,0,0.00138447351812496
240,1,0.9967157
241,1,0.99671738
242,1,0.9967055599999999
243,0,0.02133892063
244,1,0.809212232
245,0,0.0038669298055000003
246,0,0.0482911143
247,0,0.007938644685
248,0,0.018529637006
249,1,0.852964128
250,0,0.00031707768320312
251,0,0.0024232874700000004
252,1,0.9873238
253,0,0.00110702923062496
254,0,0.54978366
255,1,0.8027744299999999
256,0,0.599792314
257,1,0.9873499800000001
258,0,0.0236215438
259,0,0.0008166893584374399
260,1,0.94671212
261,1,0.9404287800000001
262,0,0.0055219080075000005
263,0,0.21781745999999996
264,0,0.7314269956320001
265,0,0.0034253448325000002
266,0,0.00030632484320312
267,0,0.042950710860000005
268,0,0.00067197860125
269,1,0.9935992
270,0,0.0017093883131249598
271,0,0.0038589061475
272,0,0.020976109110000002
273,0,0.0008927170311874399
274,0,0.54981761
275,1,0.8347334000000001
276,0,0.0024189959620000002
277,0,0.00122610771875
278,0,0.35027141192000005
279,1,0.9841973660000001
280,0,0.00274377794
281,1,0.9935955000000001
282,1,0.94670916
283,1,0.987347006
284,0,0.6033929180800001
285,1,0.852971172
286,0,0.0021882213025
287,0,0.00035009802765624
288,0,0.456023288
289,1,0.98107444
290,0,0.732205049
291,1,0.962348414
292,0,0.14628849178
293,0,0.5439405434300001
294,0,0.00191325204875
295,0,0.21605233574000002
296,0,0.0015465305843749598
297,0,0.0055216588075000005
298,1,0.99672058
299,0,0.0004352148735
300,0,0.004907931065
301,0,0.3783837694
302,0,0.45572714000000003
