id,klass,score
1,0,0.18486252695
2,0,0.0569828896625
3,0,0.306473325425
4,1,0.9968825725
5,0,0.0029098876140625
6,0,0.3070128828125
7,1,0.7595255750000001
8,0,0.00370387964765625
9,0,0.597887826775
10,0,0.35679438750000003
11,0,0.597889710425
12,1,0.9939465000000001
13,0,0.62953225
14,1,0.988092065
15,0,0.000990436586289025
16,0,0.017446521495
17,1,0.8326520875
18,1,0.967580825
19,0,0.38996689875
20,0,0.00038729501342772503
21,1,0.935341525
22,1,0.9441449375
23,0,0.01220319804375
24,0,0.0004970977159472
25,1,0.9763742375
26,1,0.9675753275
27,1,0.970457825
28,1,0.982222185
29,0,0.00412782662953125
30,1,0.9968707375
31,1,0.9410938125
32,0,0.0008481233672851
33,1,0.85098207
34,0,0.00210677872109375
35,0,0.000893051794863225
36,0,0.67452345
37,0,0.283256381925
38,1,0.9869330675
39,0,0.0006470626676366999
40,1,0.9499799375
41,0,0.01211402087875
42,1,0.991013675
43,0,0.001871250101953125
44,1,0.988087415
45,1,0.9939521849999999
46,0,0.00205686597109375
47,0,0.6629481
48,0,0.0067802389984375
49,1,0.9939473875
50,0,0.3064008357
51,1,0.9968625625
52,0,0.025147087925
53,1,0.9910092500000001
54,1,0.9968312525
55,1,0.8091548875
56,1,0.711332985
57,1,0.8621061875
58,0,0.031767155075
59,1,0.9851548375
60,0,0.010743953753125
61,0,0.013695647253125
62,0,0.0005278960432617
63,0,0.0570071100125
64,0,0.123275330025
65,0,0.019716673046875
66,0,0.08986242775
67,1,0.9968763875
68,1,0.9558510025
69,0,0.49335094375
70,0,0.00369635714765625
71,0,0.00866167569375
72,1,0.976363315
73,1,0.78394878
74,0,0.0221814505
75,0,0.015490713515625
76,1,0.9851525875
77,1,0.9499716375
78,1,0.929513275
79,0,0.0050795546921875
80,0,0.001490169460351525
81,1,0.9587912000000001
82,1,0.9968804725
83,0,0.0716447781875
84,0,0.5771526499999999
85,0,0.0019049429269531251
86,0,0.00326707001796875
87,1,0.9705023925
88,0,0.02823650336875
89,0,0.0075648388578125
90,0,0.00845891072875
91,0,0.0639414705
92,1,0.8766540875
93,0,0.0046625493996875
94,0,0.00368316781515625
95,1,0.8519693025
96,0,0.002341455925625
97,0,0.000990622946289025
98,0,0.0716504050125
99,0,0.695123525
100,0,0.015503531000625
101,1,0.9939544
102,0,0.0017275489873046501
103,1,0.9968817525
104,1,0.9558566125
105,0,0.010744406528125
106,1,0.7781911125000001
